pitch,mph,exit_velocty,pitcher,batter,dist,spin_rate,launch_angle,zone,date,count,inning,pitch_result,pitch_id
CH,87.7,,"Hernández, Félix","Correa, Carlos",,1727,,5,2017-06-23,3-2,Top 5,foul,fcb1cefd-171d-44f0-8672-bb71e4728330
SI,91.1,,"Hernández, Félix","Correa, Carlos",,2018,,11,2017-06-23,3-1,Top 5,foul,27ac9f5b-4988-463d-b4c4-5bc31600f1ac
SL,86.3,,"Hernández, Félix","Correa, Carlos",,,,14,2017-06-23,2-1,Top 5,ball,3fb96a4b-2cc3-4224-917b-481eafcef6fe
CH,86.8,,"Hernández, Félix","Correa, Carlos",,1721,,13,2017-06-23,2-0,Top 5,called_strike,5e9bddd1-81fc-4bad-bf94-45c09e47644a
FF,91.9,,"Hernández, Félix","Correa, Carlos",,2152,,12,2017-06-23,1-0,Top 5,ball,b82caa37-94a0-4301-9b48-655f1d64187f
SI,91.1,,"Hernández, Félix","Correa, Carlos",,1977,,11,2017-06-23,0-0,Top 5,ball,bcda22cb-f86b-4a22-87ba-a1602d98d1e8
SL,84.3,68.7,"Hernández, Félix","Correa, Carlos",215,2338,31,9,2017-06-23,1-1,Top 4,hit_into_play,4d815ab0-0aa2-48f5-ab05-5706dc5a45cf
SI,91.1,,"Hernández, Félix","Correa, Carlos",,2161,,9,2017-06-23,1-0,Top 4,called_strike,bf51b913-8024-40d5-b5f8-73fd6306212b
FF,90.4,,"Hernández, Félix","Correa, Carlos",,2120,,14,2017-06-23,0-0,Top 4,ball,3989d76a-77fa-4209-9e01-bf0eea8bbe9f
SL,89.8,51.8,"Gallardo, Yovani","Correa, Carlos",1,2379,-68,14,2017-06-23,0-2,Top 7,hit_into_play,9da83fa9-f3c1-4ddf-9644-a9f427d87c0f
SL,90.7,,"Gallardo, Yovani","Correa, Carlos",,2316,,12,2017-06-23,0-1,Top 7,called_strike,117c2041-4d21-4537-8640-bc824ac4dfa8
FF,93.9,,"Gallardo, Yovani","Correa, Carlos",,2125,,2,2017-06-23,0-0,Top 7,called_strike,7e50156c-d53d-46ee-a3c1-8ea6e39b73ef
SI,89.1,,"Hernández, Félix","Correa, Carlos",,2033,,14,2017-06-23,0-2,Top 1,swinging_strike_blocked,388f731f-a3c3-47da-a78b-705bb0c9f78f
SI,91.5,54.9,"Hernández, Félix","Correa, Carlos",5,2071,-27,4,2017-06-23,0-1,Top 1,foul,f9f47f06-0a5a-4bb0-95f0-a688afedc958
FF,92.4,,"Hernández, Félix","Correa, Carlos",,2319,,5,2017-06-23,0-0,Top 1,swinging_strike,1f03858b-dc05-48c1-a070-e1f330d15fef
FT,90.8,,"Hahn, Jesse","Correa, Carlos",,2183,,14,2017-06-22,3-1,Top 2,ball,99e1c96e-0c82-45af-aad8-2f014ec0f718
FT,90.1,,"Hahn, Jesse","Correa, Carlos",,2085,,9,2017-06-22,3-0,Top 2,called_strike,1cb6439d-a13d-4938-b5f1-a4fb3be4851a
FT,92.0,,"Hahn, Jesse","Correa, Carlos",,2278,,14,2017-06-22,2-0,Top 2,ball,7c09d244-54ab-4b88-b72b-e8dad3e3f9fa
CU,75.3,,"Hahn, Jesse","Correa, Carlos",,2930,,14,2017-06-22,1-0,Top 2,ball,223d5e3d-0c8b-4075-a38d-76a42f62e887
CU,74.7,,"Hahn, Jesse","Correa, Carlos",,2940,,12,2017-06-22,0-0,Top 2,ball,c3f56467-ee2e-4d23-830d-de49d33bd562
FC,87.7,92.9,"Brady, Michael","Correa, Carlos",280,2342,46,5,2017-06-22,0-1,Top 8,hit_into_play,74eb96e9-a6c8-4ae8-bf36-f2cf3039ea2a
CU,76.3,,"Brady, Michael","Correa, Carlos",,2509,,6,2017-06-22,0-0,Top 8,called_strike,17cbfe8f-45d3-4240-aa60-02a08d3bbcc6
FC,88.7,99.8,"Smith, Josh A.","Correa, Carlos",17,2530,-8,12,2017-06-22,0-1,Top 3,hit_into_play,1eaa0977-c1dc-49cd-bbf7-daf67fcb8c46
FC,88.5,,"Smith, Josh A.","Correa, Carlos",,2516,,9,2017-06-22,0-0,Top 3,swinging_strike,41c098ce-278d-43f2-b346-85841b614a48
FT,92.2,,"Hahn, Jesse","Correa, Carlos",,2162,,14,2017-06-22,3-1,Top 1,blocked_ball,bc7853d9-6c2c-4696-be84-07707fcbd9be
FF,92.8,,"Hahn, Jesse","Correa, Carlos",,2066,,14,2017-06-22,2-1,Top 1,blocked_ball,090fffbe-a5cd-48cb-be66-2a29e6f0c73a
FT,92.7,,"Hahn, Jesse","Correa, Carlos",,2074,,9,2017-06-22,1-1,Top 1,ball,d3644b58-8664-4e23-b9f2-9f40b708ae24
SL,85.7,,"Hahn, Jesse","Correa, Carlos",,2491,,14,2017-06-22,0-1,Top 1,ball,98a42ede-b03a-4dc3-b976-ff87b980b49c
FT,92.3,,"Hahn, Jesse","Correa, Carlos",,2201,,9,2017-06-22,0-0,Top 1,called_strike,e4670569-5cfe-41d9-bbe2-7fffeadfcbd1
FC,87.3,108.1,"Brady, Michael","Correa, Carlos",235,2323,11,8,2017-06-22,1-1,Top 6,hit_into_play,76e30335-7d57-4603-ae0d-6fe52bee4439
FC,86.2,,"Brady, Michael","Correa, Carlos",,2329,,11,2017-06-22,0-1,Top 6,ball,844b9ae4-165b-4654-915f-b9bcc98c27dc
FC,86.9,,"Brady, Michael","Correa, Carlos",,2411,,3,2017-06-22,0-0,Top 6,called_strike,d54be991-a225-4670-91da-a9f36abb1204
SI,90.9,106.4,"Manaea, Sean","Correa, Carlos",106,1916,5,2,2017-06-21,2-0,Top 6,hit_into_play,ac8acb37-9407-46a5-b33b-5a3fd665aa47
CH,83.5,,"Manaea, Sean","Correa, Carlos",,1118,,13,2017-06-21,1-0,Top 6,ball,6f2d6d22-bfca-4105-a325-8b3df79e8d4b
CH,82.6,,"Manaea, Sean","Correa, Carlos",,1003,,13,2017-06-21,0-0,Top 6,ball,fcdc733c-1d7f-42af-9c7a-62e0bce0e491
SI,92.3,106.2,"Manaea, Sean","Correa, Carlos",17,2058,-9,2,2017-06-21,0-1,Top 4,hit_into_play,48ce57ee-d011-40f2-bdb6-77ad3e1ae9df
SI,90.9,,"Manaea, Sean","Correa, Carlos",,1909,,14,2017-06-21,0-0,Top 4,called_strike,a89780b2-23cd-40cd-9af6-02e5565d4df5
CH,85.1,,"Manaea, Sean","Correa, Carlos",,1327,,13,2017-06-21,2-2,Top 1,swinging_strike,4105df9f-ba58-46d3-b782-17751971e820
SI,92.8,,"Manaea, Sean","Correa, Carlos",,1981,,14,2017-06-21,1-2,Top 1,ball,31878c04-848f-435d-b5ea-b409d87e5b44
SI,92.8,,"Manaea, Sean","Correa, Carlos",,1998,,9,2017-06-21,1-1,Top 1,called_strike,28dc8479-7140-44f7-8670-e7e171a2ea54
CH,83.6,,"Manaea, Sean","Correa, Carlos",,1394,,13,2017-06-21,1-0,Top 1,swinging_strike,9aca872d-8c9b-4d90-984d-08d92cc1c105
FT,95.0,58.3,"Madson, Ryan","Correa, Carlos",2,2168,-42,7,2017-06-21,1-2,Top 7,hit_into_play,a8c5ce40-06d7-49a0-933e-a0d989f385a8
SI,91.6,,"Manaea, Sean","Correa, Carlos",,1925,,13,2017-06-21,0-0,Top 1,ball,82da5619-cd38-4e83-91dc-f9b02b15ba56
CU,79.9,104.1,"Smith, Josh A.","Correa, Carlos",410,2641,28,5,2017-06-21,2-1,Top 9,hit_into_play,58c72ba4-ad5b-409c-a0a9-548e3af24bf0
FT,95.3,79.6,"Madson, Ryan","Correa, Carlos",140,2033,13,1,2017-06-21,1-1,Top 7,foul,2c25acbb-4559-4074-ab3e-3f491278cc6a
FF,92.5,,"Smith, Josh A.","Correa, Carlos",,2402,,14,2017-06-21,1-1,Top 9,ball,aae08889-a369-4b17-a1a1-55cab8bd18d9
CU,82.5,,"Madson, Ryan","Correa, Carlos",,2431,,1,2017-06-21,0-1,Top 7,ball,48cf7ec7-d787-48b2-9b92-6ee6863bee62
FT,95.4,,"Madson, Ryan","Correa, Carlos",,2208,,13,2017-06-21,0-0,Top 7,foul,dcb846b4-9c12-4631-92cd-3ad921423644
SL,82.5,,"Smith, Josh A.","Correa, Carlos",,,,4,2017-06-21,1-0,Top 9,foul,a5d673e8-9d95-46b1-8998-7bea8f10f6e2
FF,91.3,,"Smith, Josh A.","Correa, Carlos",,2338,,14,2017-06-21,0-0,Top 9,ball,2b746231-05c1-465f-83d6-46aab543b23c
FF,92.5,91.2,"Gray, Sonny","Correa, Carlos",314,2404,34,2,2017-06-20,2-1,Top 4,hit_into_play,70f12fe9-253c-4c19-b8d6-4c1eee594578
CH,90.6,,"Gray, Sonny","Correa, Carlos",,1930,,14,2017-06-20,1-1,Top 4,ball,d65d5f94-d14e-44a2-a951-5b09bb6aa11e
CU,80.4,,"Gray, Sonny","Correa, Carlos",,2942,,14,2017-06-20,0-1,Top 4,ball,4525d9bf-f40f-4565-b1f9-a266dee54093
CH,90.5,,"Gray, Sonny","Correa, Carlos",,1994,,8,2017-06-20,0-0,Top 4,swinging_strike,ec00c1cc-4557-421f-806e-cb3d6c7cfea3
FF,92.3,,"Gray, Sonny","Correa, Carlos",,2379,,12,2017-06-20,3-0,Top 2,ball,abd4584a-7dd8-46f2-b8da-266e47b29111
FF,92.8,,"Gray, Sonny","Correa, Carlos",,2316,,14,2017-06-20,2-0,Top 2,ball,a7cc3cf8-1a23-42e0-be50-b9f7020a1852
CU,79.9,,"Gray, Sonny","Correa, Carlos",,2769,,14,2017-06-20,1-0,Top 2,ball,22e644fb-aada-4a22-9285-df9e006f29e2
CU,80.4,,"Gray, Sonny","Correa, Carlos",,2792,,14,2017-06-20,0-0,Top 2,ball,1cc00888-ce9a-4ed7-bb9e-2550b7ed4256
FF,94.5,95.5,"Hendriks, Liam","Correa, Carlos",293,2235,17,1,2017-06-20,0-0,Top 8,hit_into_play,7a33eb04-cb9d-41b8-b5e6-1225b0691017
FF,95.1,,"Axford, John","Correa, Carlos",,2151,,6,2017-06-20,0-2,Top 6,called_strike,1ca0313b-89ce-49e2-8b14-b617c0373614
CU,82.5,101.3,"Gray, Sonny","Correa, Carlos",17,2958,-9,2,2017-06-20,3-2,Top 1,hit_into_play,4181bfa5-18e0-4d67-a94b-f8e8fa3df681
FF,95.4,43.7,"Axford, John","Correa, Carlos",10,2157,-16,3,2017-06-20,0-2,Top 6,foul,00d2d9b1-d4a0-4ef8-9d7d-3212ee552704
CH,90.7,,"Gray, Sonny","Correa, Carlos",,1848,,13,2017-06-20,2-2,Top 1,blocked_ball,bda97e83-0282-4ba0-812e-c25727b77515
SL,91.2,,"Axford, John","Correa, Carlos",,2182,,6,2017-06-20,0-1,Top 6,called_strike,c1137708-36bc-4627-b80e-32919393f235
SL,84.5,,"Gray, Sonny","Correa, Carlos",,2667,,14,2017-06-20,1-2,Top 1,ball,13e0e229-0c3b-4094-a83f-d6543914e090
SL,85.8,,"Gray, Sonny","Correa, Carlos",,2751,,14,2017-06-20,0-2,Top 1,ball,60a2ed36-88b4-48aa-8308-76fde527277f
SL,90.6,,"Axford, John","Correa, Carlos",,2191,,2,2017-06-20,0-0,Top 6,called_strike,6202cccf-9d0f-4c30-9faa-464f516fa123
FT,92.8,,"Gray, Sonny","Correa, Carlos",,2447,,7,2017-06-20,0-1,Top 1,called_strike,f8edf6c2-963c-4fd4-8b68-d5751de6e29c
FT,93.3,71.2,"Gray, Sonny","Correa, Carlos",203,2519,38,2,2017-06-20,0-0,Top 1,foul,6023ee66-4926-4317-b51d-879c59eca4fb
CU,76.3,109.2,"Gossett, Daniel","Correa, Carlos",339,2269,15,5,2017-06-19,0-1,Top 6,hit_into_play,11f3ca71-c095-4847-9d3a-2ea4fec4d5fd
SL,83.2,,"Gossett, Daniel","Correa, Carlos",,2367,,14,2017-06-19,0-0,Top 6,called_strike,849d61f6-2bfd-4f56-b1c9-903da221c0bf
FF,93.4,87.8,"Gossett, Daniel","Correa, Carlos",18,2339,-7,12,2017-06-19,0-2,Top 4,hit_into_play,c0699bfa-5aab-4675-83d7-a51abf01e03b
CU,78.2,,"Gossett, Daniel","Correa, Carlos",,2282,,8,2017-06-19,0-2,Top 4,foul,d0b601e0-abd7-4c7d-bdb6-44c950c67247
CU,76.8,,"Gossett, Daniel","Correa, Carlos",,2357,,11,2017-06-19,0-1,Top 4,called_strike,cf2838c6-5377-495f-9cf6-276304f916d2
FF,90.8,75.7,"Gossett, Daniel","Correa, Carlos",218,2242,52,8,2017-06-19,0-0,Top 4,foul,a4a2274b-33af-47bd-ad72-542737000acb
SL,91.7,,"Axford, John","Correa, Carlos",,2418,,14,2017-06-19,3-2,Top 8,ball,54aa6d58-ff2c-40fd-82ed-e681848d9fcd
FF,94.1,,"Gossett, Daniel","Correa, Carlos",,2360,,12,2017-06-19,2-2,Top 1,swinging_strike,7de14404-3aff-41b5-9957-ea082a817284
FT,96.2,83.0,"Axford, John","Correa, Carlos",193,2287,13,5,2017-06-19,3-2,Top 8,foul,71b3da0e-be4a-4d39-97cf-56aa9dfb1274
FF,92.6,,"Gossett, Daniel","Correa, Carlos",,2325,,12,2017-06-19,1-2,Top 1,ball,8f7dab59-5425-40ed-b3ea-6c5ced29d719
SL,92.3,,"Axford, John","Correa, Carlos",,2299,,14,2017-06-19,2-2,Top 8,ball,c1a4f751-8607-4a16-b5a8-cb0d74f45088
SL,84.7,,"Gossett, Daniel","Correa, Carlos",,,,14,2017-06-19,1-1,Top 1,swinging_strike,708b1971-50eb-49bf-b8b3-9c18522add69
CU,78.8,,"Axford, John","Correa, Carlos",,2175,,14,2017-06-19,2-1,Top 8,swinging_strike,cb79f01f-c563-42f6-9f7c-f31f9ff551e7
FF,91.6,,"Gossett, Daniel","Correa, Carlos",,2345,,13,2017-06-19,0-1,Top 1,ball,9c788676-f951-4604-a11d-b1ddf80ca349
SL,92.3,,"Axford, John","Correa, Carlos",,2199,,7,2017-06-19,2-0,Top 8,called_strike,535e5341-cbbb-4d23-9ed8-622027275758
CU,79.4,,"Gossett, Daniel","Correa, Carlos",,2407,,5,2017-06-19,0-0,Top 1,called_strike,005b3165-c3cf-4fed-b065-3f985440f886
FF,93.7,,"Axford, John","Correa, Carlos",,2045,,13,2017-06-19,1-0,Top 8,ball,c5e6909e-6dc2-4c81-8499-756a75c27b62
SL,91.9,,"Axford, John","Correa, Carlos",,2296,,14,2017-06-19,0-0,Top 8,ball,8add8f37-917e-432d-97a0-aea340b8aae4
FC,86.5,103.2,"Price, David","Correa, Carlos",385,1979,27,4,2017-06-18,0-0,Bot 5,hit_into_play,1cf94c64-0437-497f-8ba0-2f167184a4a4
FT,94.3,91.9,"Price, David","Correa, Carlos",279,2312,50,12,2017-06-18,0-2,Bot 2,hit_into_play,154e90c6-67e8-4637-a470-1c90cdfc6616
CH,87.2,,"Price, David","Correa, Carlos",,1783,,9,2017-06-18,0-1,Bot 2,called_strike,b98a08ee-8b30-4665-88d4-1d769f672bdb
FC,88.6,61.1,"Price, David","Correa, Carlos",116,2031,72,4,2017-06-18,0-0,Bot 2,foul,9554bd4f-488d-40d2-a9f2-f20e339229c5
FF,94.0,92.2,"Barnes, Matt","Correa, Carlos",292,2242,19,1,2017-06-18,1-2,Bot 8,hit_into_play,538f1679-5387-43a8-93c5-10576276c1c1
SL,89.0,,"Barnes, Matt","Correa, Carlos",,2087,,14,2017-06-18,1-1,Bot 8,swinging_strike,c3d66451-ca4e-441e-b46a-e0e38fb8612b
SL,88.6,,"Barnes, Matt","Correa, Carlos",,2066,,14,2017-06-18,0-1,Bot 8,ball,ad2c8cb5-bd01-4b2a-9ac9-4e85270383e6
CU,79.8,,"Barnes, Matt","Correa, Carlos",,2059,,8,2017-06-18,0-0,Bot 8,called_strike,d1ffbd06-388a-4aea-a078-cfedf51f8889
FT,95.8,103.8,"Hembree, Heath","Correa, Carlos",12,2316,-13,2,2017-06-18,0-1,Bot 6,hit_into_play,f9163028-980f-477f-961c-661c93ad963f
FF,97.4,,"Hembree, Heath","Correa, Carlos",,2403,,3,2017-06-18,0-0,Bot 6,called_strike,1ddf3f24-2ef5-4bfc-9668-467829519321
FC,89.1,100.8,"Price, David","Correa, Carlos",21,2132,-5,8,2017-06-18,2-2,Bot 1,hit_into_play,9e0cc6e5-b9d0-4376-a664-5f080b8e387d
FF,93.7,,"Price, David","Correa, Carlos",,2360,,13,2017-06-18,2-1,Bot 1,called_strike,0a8007ea-f2ee-4d8e-a908-359ff9dcc5d4
FC,87.9,,"Price, David","Correa, Carlos",,2093,,4,2017-06-18,2-0,Bot 1,called_strike,bc017e0f-b7f8-4ffd-8e6c-2d9eb8e7e149
CH,84.0,,"Price, David","Correa, Carlos",,1772,,14,2017-06-18,1-0,Bot 1,ball,69671c3e-a0e2-4d4c-a160-a120a742f1d1
FC,88.2,,"Price, David","Correa, Carlos",,2090,,13,2017-06-18,0-0,Bot 1,ball,e496d0b2-6d3b-4622-95ec-2a2439866d41
SL,82.1,88.3,"Porcello, Rick","Correa, Carlos",4,2292,-32,6,2017-06-17,1-1,Bot 5,hit_into_play,0f11b44a-b8a3-44bd-a76b-00dbb14f9806
SL,83.4,,"Porcello, Rick","Correa, Carlos",,2480,,14,2017-06-17,0-1,Bot 5,ball,73b7d2af-5f46-4ae9-b0ae-5627499b74ac
SL,82.8,,"Porcello, Rick","Correa, Carlos",,2358,,8,2017-06-17,0-0,Bot 5,called_strike,94ba2276-ff4e-4938-a192-fb2d78a63000
FF,91.0,102.5,"Porcello, Rick","Correa, Carlos",243,2334,12,3,2017-06-17,0-2,Bot 3,hit_into_play,066c8d01-6eab-459b-b20f-5f68a3ab390e
FF,91.4,71.6,"Porcello, Rick","Correa, Carlos",202,2321,37,5,2017-06-17,0-1,Bot 3,foul,e7557a14-233d-43d1-9120-38d49c51ceab
FT,87.9,,"Porcello, Rick","Correa, Carlos",,2185,,6,2017-06-17,0-0,Bot 3,called_strike,5a9cf1a1-eab9-405e-9055-6d4e88f6e233
FT,91.9,,"Porcello, Rick","Correa, Carlos",,2193,,14,2017-06-17,3-2,Bot 1,ball,25752ee4-3c0a-4e9d-8890-304cfc2e6370
SL,86.2,,"Porcello, Rick","Correa, Carlos",,2414,,9,2017-06-17,3-1,Bot 1,swinging_strike,29df6929-9385-4aa8-8cd7-11c5cb2fb470
SL,85.2,,"Porcello, Rick","Correa, Carlos",,2331,,14,2017-06-17,2-1,Bot 1,ball,276151be-e710-48bd-928a-5ca145e4c117
FT,92.9,,"Porcello, Rick","Correa, Carlos",,2190,,14,2017-06-17,1-1,Bot 1,ball,c2dccf33-e00d-453a-95ff-bee77f72cff3
FT,91.9,,"Porcello, Rick","Correa, Carlos",,2277,,13,2017-06-17,1-0,Bot 1,foul,f4595fdb-f668-4623-8a1d-9962224d1dd3
CU,76.0,,"Porcello, Rick","Correa, Carlos",,2660,,14,2017-06-17,0-0,Bot 1,ball,1e75994e-be52-4714-bb8d-445edc7aaa36
CH,86.1,76.9,"Maddox, Austin","Correa, Carlos",225,1980,50,11,2017-06-17,1-1,Bot 7,hit_into_play,4b888210-829b-4e23-b375-39101cbc88d5
CH,85.7,,"Maddox, Austin","Correa, Carlos",,2121,,13,2017-06-17,0-1,Bot 7,ball,40da5ea4-8349-4b0f-93b1-c4e453d15f5a
FF,96.0,,"Maddox, Austin","Correa, Carlos",,2608,,3,2017-06-17,0-0,Bot 7,called_strike,e0809385-2687-4d2d-a402-af2aa1c5c55d
KC,80.0,105.2,"Pomeranz, Drew","Correa, Carlos",242,2339,11,8,2017-06-16,2-1,Bot 6,hit_into_play,8e395c1f-4cec-4c22-84f6-6b17103e61b6
FF,90.5,,"Pomeranz, Drew","Correa, Carlos",,2286,,12,2017-06-16,1-1,Bot 6,ball,6b666f80-d24f-4493-b286-9aa807d49741
KC,79.4,103.3,"Pomeranz, Drew","Correa, Carlos",15,2381,-7,9,2017-06-16,1-0,Bot 6,foul,3e0bdd4a-39c7-4951-9261-ef4206bb56cb
FF,90.8,,"Pomeranz, Drew","Correa, Carlos",,2368,,12,2017-06-16,0-0,Bot 6,ball,9bddb348-39d8-4087-80ed-92d9b7ef856d
FC,86.5,110.2,"Pomeranz, Drew","Correa, Carlos",27,2445,-3,7,2017-06-16,0-0,Bot 4,hit_into_play,0b955ba4-7c7a-47db-86c2-e8bab17bb186
KC,79.2,103.1,"Pomeranz, Drew","Correa, Carlos",11,2398,-11,8,2017-06-16,1-1,Bot 1,hit_into_play,cac24142-48ad-4f0a-9554-9f58eb97ddfe
FF,91.9,,"Pomeranz, Drew","Correa, Carlos",,2419,,12,2017-06-16,0-1,Bot 1,ball,75e67cc6-7cfa-499e-8207-c1ae95be4e93
FF,95.9,,"Barnes, Matt","Correa, Carlos",,2280,,12,2017-06-16,3-0,Bot 8,ball,4665ca2a-5dac-4c89-a710-bb70ad64f5ff
FF,91.4,30.0,"Pomeranz, Drew","Correa, Carlos",3,2395,-45,5,2017-06-16,0-0,Bot 1,foul,811c4f36-b763-46d0-8087-bd6bc84fd601
CU,81.1,,"Barnes, Matt","Correa, Carlos",,2137,,14,2017-06-16,2-0,Bot 8,blocked_ball,4102f776-9b7a-4aee-aaa1-892bab21a98b
FF,95.5,,"Barnes, Matt","Correa, Carlos",,2349,,12,2017-06-16,1-0,Bot 8,ball,4e7c1bfa-1881-4856-ae13-dd44039f9ec4
SL,88.3,,"Barnes, Matt","Correa, Carlos",,2073,,12,2017-06-16,0-0,Bot 8,ball,be925602-af30-44f1-a3c2-bb22ae8354f3
FF,93.7,102.7,"Cashner, Andrew","Correa, Carlos",62,2380,1,6,2017-06-14,0-2,Bot 5,hit_into_play,9dfb9387-a4a5-40c5-ae9b-0ca1dd2f1c11
SL,85.9,70.0,"Cashner, Andrew","Correa, Carlos",153,2043,15,2,2017-06-14,0-1,Bot 5,foul,ae63e235-a0fb-485d-a084-c62e48def52d
SL,84.5,,"Cashner, Andrew","Correa, Carlos",,2113,,6,2017-06-14,0-0,Bot 5,called_strike,211c421e-7924-4b88-802c-9be258bc262d
SL,88.0,84.3,"Cashner, Andrew","Correa, Carlos",237,2147,17,1,2017-06-14,2-2,Bot 3,hit_into_play,7b7c4698-428a-4e8a-82f0-6443eb85e8be
FT,95.8,,"Cashner, Andrew","Correa, Carlos",,2210,,1,2017-06-14,2-2,Bot 3,foul,91561b1f-e616-4cb6-b1db-505a6dd47822
FT,93.6,,"Cashner, Andrew","Correa, Carlos",,2076,,8,2017-06-14,2-1,Bot 3,called_strike,453c8d9a-3d2b-431e-a8d0-cd7f3f6c5230
SL,88.5,,"Cashner, Andrew","Correa, Carlos",,2075,,14,2017-06-14,1-1,Bot 3,ball,54e54504-6b21-4922-bccc-9229dbc3199e
SL,88.2,86.9,"Cashner, Andrew","Correa, Carlos",298,2155,37,6,2017-06-14,1-0,Bot 3,foul,96277e32-dd53-4774-945b-6f4b85e8e9ba
FT,92.3,,"Cashner, Andrew","Correa, Carlos",,2150,,14,2017-06-14,0-0,Bot 3,ball,b67c53c7-49a1-4fd2-b99d-4d4458370b9d
FT,90.5,,"Gee, Dillon","Correa, Carlos",,2244,,9,2017-06-14,3-2,Bot 7,called_strike,c95220ed-b982-4d74-abf2-1c82eed37883
FC,85.3,97.5,"Gee, Dillon","Correa, Carlos",269,2367,12,6,2017-06-14,3-2,Bot 7,foul,c7e90fec-2ded-4dd1-b97c-af60b569f610
FC,84.2,,"Gee, Dillon","Correa, Carlos",,2324,,11,2017-06-14,2-2,Bot 7,ball,67581eea-4621-402a-9766-4db7aebcada3
FC,85.5,87.4,"Gee, Dillon","Correa, Carlos",282,2516,24,9,2017-06-14,2-1,Bot 7,foul,74003933-a523-451c-b2b3-7a9937dba0f7
FT,90.1,,"Gee, Dillon","Correa, Carlos",,2383,,9,2017-06-14,1-1,Bot 7,ball,84d22337-943a-43a1-9437-3c1eb5bb437f
CH,83.9,,"Gee, Dillon","Correa, Carlos",,1888,,14,2017-06-14,0-1,Bot 7,ball,37f6fb6d-e069-4401-ac03-1828e9a4f95a
FC,83.1,,"Gee, Dillon","Correa, Carlos",,2476,,6,2017-06-14,0-0,Bot 7,called_strike,e2de8e7b-20c7-4da4-a0d9-7929a31d18e6
FT,90.2,85.5,"Cashner, Andrew","Correa, Carlos",4,2067,-33,6,2017-06-14,3-1,Bot 1,hit_into_play,d9d1b073-e145-47f7-8b22-f39e2c2d562f
FT,94.4,,"Cashner, Andrew","Correa, Carlos",,2092,,14,2017-06-14,3-0,Bot 1,called_strike,6fd6a8c0-050c-4830-bd92-5c5e142fe07c
FT,95.0,,"Cashner, Andrew","Correa, Carlos",,2112,,14,2017-06-14,2-0,Bot 1,ball,4e3e2fd5-8548-462c-b6f9-f756583e5d54
FT,86.1,,"Cashner, Andrew","Correa, Carlos",,1472,,14,2017-06-14,1-0,Bot 1,ball,a4457b05-c28a-4f55-b1b5-ee93a7e9168c
SL,89.5,,"Cashner, Andrew","Correa, Carlos",,1983,,14,2017-06-14,0-0,Bot 1,ball,0b8d122e-7026-48a2-a677-e04b69e37956
FC,85.3,,"Barnette, Tony","Correa, Carlos",,2479,,13,2017-06-14,3-1,Bot 6,ball,534dd09e-030f-4b2c-b01a-980858e3fe1d
CU,76.6,,"Barnette, Tony","Correa, Carlos",,2395,,13,2017-06-14,2-1,Bot 6,ball,1c157e10-4c43-4cba-9f73-215381a99be5
FC,87.4,68.0,"Barnette, Tony","Correa, Carlos",162,2566,24,6,2017-06-14,2-0,Bot 6,foul,630fff13-c536-440f-8875-b34f350f6584
FC,89.2,,"Barnette, Tony","Correa, Carlos",,2542,,14,2017-06-14,1-0,Bot 6,ball,3f5cbc0c-8285-4f05-a678-4fc4efbebb53
FC,89.9,,"Barnette, Tony","Correa, Carlos",,2514,,14,2017-06-14,0-0,Bot 6,ball,994b3aef-3498-45aa-bc3d-2f7c8b83c14e
FF,92.6,101.2,"Martínez, Nick","Correa, Carlos",390,2240,23,11,2017-06-13,0-2,Bot 4,hit_into_play,9237ce7b-1bff-4383-a856-21760ca7b90d
CH,86.4,82.3,"Martínez, Nick","Correa, Carlos",294,1700,51,9,2017-06-13,0-1,Bot 4,foul,e294e36e-7354-4b26-add6-8c94e1d3e23f
FT,92.9,,"Martínez, Nick","Correa, Carlos",,2292,,13,2017-06-13,0-0,Bot 4,called_strike,9f067e4e-c1d1-4880-951b-cf5c4236b469
CH,87.5,54.3,"Martínez, Nick","Correa, Carlos",1,1844,-41,13,2017-06-13,3-2,Bot 1,hit_into_play,9c0d4a16-bf5e-4504-a760-3f01fe643c67
FT,93.7,,"Martínez, Nick","Correa, Carlos",,2354,,13,2017-06-13,2-2,Bot 1,ball,69210423-76cf-4ab7-8a5e-66c830bbbead
CH,86.0,,"Martínez, Nick","Correa, Carlos",,1783,,8,2017-06-13,2-1,Bot 1,called_strike,d1b47329-3adc-4471-b9ee-7502e7aec979
CU,78.7,,"Martínez, Nick","Correa, Carlos",,2399,,11,2017-06-13,1-1,Bot 1,ball,96db4fb8-2205-4e76-bda8-3a7fa554d962
FC,90.6,,"Martínez, Nick","Correa, Carlos",,2438,,14,2017-06-13,0-1,Bot 1,ball,4d5237b5-2486-4f6c-83dc-5e27372c6856
FF,93.2,76.2,"Martínez, Nick","Correa, Carlos",223,2416,45,2,2017-06-13,0-0,Bot 1,foul,609648df-96c5-4e3f-98e7-ee83ce19e28c
FC,89.6,93.6,"Bush, Matt","Correa, Carlos",355,2519,36,5,2017-06-13,0-0,Bot 9,hit_into_play,9f59ea76-7025-4840-9b0f-d4b3ae04b6fc
SL,81.9,98.2,"Leclerc, José","Correa, Carlos",55,2152,1,9,2017-06-13,1-0,Bot 7,hit_into_play,421b7460-c33e-4e09-85fd-edbcb6d131bf
